benchmark,repetition_id,exception,tool,mtf,repeatibility
rhino,6,java.lang.IllegalStateException,pest,6,1.0
rhino,7,java.lang.IllegalStateException,pest,15,1.0
rhino,8,java.lang.IllegalStateException,pest,9,1.0
rhino,9,java.lang.IllegalStateException,pest,13,1.0
rhino,10,java.lang.IllegalStateException,pest,11,1.0
rhino,11,java.lang.IllegalStateException,pest,4,1.0
rhino,12,java.lang.IllegalStateException,pest,8,1.0
rhino,13,java.lang.IllegalStateException,pest,1,1.0
rhino,14,java.lang.IllegalStateException,pest,7,1.0
rhino,15,java.lang.IllegalStateException,pest,1,1.0
rhino,16,java.lang.IllegalStateException,pest,6,1.0
rhino,17,java.lang.IllegalStateException,pest,8,1.0
rhino,18,java.lang.IllegalStateException,pest,2,1.0
rhino,19,java.lang.IllegalStateException,pest,2,1.0
rhino,20,java.lang.IllegalStateException,pest,8,1.0
rhino,21,java.lang.IllegalStateException,pest,12,1.0
rhino,22,java.lang.IllegalStateException,pest,11,1.0
rhino,23,java.lang.IllegalStateException,pest,3,1.0
rhino,1,java.lang.IllegalStateException,pest2,17,1.0
rhino,2,java.lang.IllegalStateException,pest2,8,1.0
rhino,3,java.lang.IllegalStateException,pest2,30,1.0
rhino,4,java.lang.IllegalStateException,pest2,4,1.0
rhino,5,java.lang.IllegalStateException,pest2,11,1.0
rhino,6,java.lang.IllegalStateException,pest2,34,1.0
rhino,7,java.lang.IllegalStateException,pest2,9,1.0
rhino,8,java.lang.IllegalStateException,pest2,12,1.0
rhino,9,java.lang.IllegalStateException,pest2,15,1.0
rhino,10,java.lang.IllegalStateException,pest2,4,1.0
rhino,11,java.lang.IllegalStateException,pest2,6,1.0
rhino,12,java.lang.IllegalStateException,pest2,9,1.0
rhino,13,java.lang.IllegalStateException,pest2,7,1.0
rhino,14,java.lang.IllegalStateException,pest2,2,1.0
rhino,15,java.lang.IllegalStateException,pest2,8,1.0
rhino,16,java.lang.IllegalStateException,pest2,45,1.0
rhino,17,java.lang.IllegalStateException,pest2,6,1.0
rhino,18,java.lang.IllegalStateException,pest2,16,1.0
rhino,19,java.lang.IllegalStateException,pest2,10,1.0
rhino,20,java.lang.IllegalStateException,pest2,16,1.0
rhino,21,java.lang.IllegalStateException,pest2,12,1.0
rhino,22,java.lang.IllegalStateException,pest2,29,1.0
rhino,23,java.lang.IllegalStateException,pest2,3,1.0
rhino,1,java.lang.NullPointerException,zest,16,1.0
rhino,2,java.lang.NullPointerException,zest,15,1.0
rhino,3,java.lang.NullPointerException,zest,72,1.0
rhino,4,java.lang.NullPointerException,zest,8,1.0
rhino,5,java.lang.NullPointerException,zest,80,1.0
rhino,6,java.lang.NullPointerException,zest,7,1.0
rhino,7,java.lang.NullPointerException,zest,13,1.0
rhino,8,java.lang.NullPointerException,zest,7,1.0
rhino,9,java.lang.NullPointerException,zest,8,1.0
rhino,10,java.lang.NullPointerException,zest,26,1.0
rhino,11,java.lang.NullPointerException,zest,49,1.0
rhino,12,java.lang.NullPointerException,zest,2,1.0
rhino,13,java.lang.NullPointerException,zest,6,1.0
rhino,14,java.lang.NullPointerException,zest,35,1.0
rhino,15,java.lang.NullPointerException,zest,20,1.0
rhino,16,java.lang.NullPointerException,zest,54,1.0
rhino,17,java.lang.NullPointerException,zest,32,1.0
rhino,18,java.lang.NullPointerException,zest,91,1.0
rhino,19,java.lang.NullPointerException,zest,33,1.0
rhino,20,java.lang.NullPointerException,zest,85,1.0
rhino,21,java.lang.NullPointerException,zest,12,1.0
rhino,22,java.lang.NullPointerException,zest,6,1.0
rhino,23,java.lang.NullPointerException,zest,19,1.0
rhino,1,java.lang.NullPointerException,pest,4,1.0
rhino,2,java.lang.NullPointerException,pest,44,1.0
rhino,3,java.lang.NullPointerException,pest,11,1.0
rhino,4,java.lang.NullPointerException,pest,46,1.0
rhino,5,java.lang.NullPointerException,pest,3,1.0
rhino,6,java.lang.NullPointerException,pest,6,1.0
rhino,7,java.lang.NullPointerException,pest,22,1.0
rhino,8,java.lang.NullPointerException,pest,9,1.0
rhino,9,java.lang.NullPointerException,pest,18,1.0
rhino,10,java.lang.NullPointerException,pest,11,1.0
rhino,11,java.lang.NullPointerException,pest,20,1.0
rhino,12,java.lang.NullPointerException,pest,62,1.0
rhino,13,java.lang.NullPointerException,pest,8,1.0
rhino,14,java.lang.NullPointerException,pest,36,1.0
rhino,15,java.lang.NullPointerException,pest,24,1.0
rhino,16,java.lang.NullPointerException,pest,6,1.0
rhino,17,java.lang.NullPointerException,pest,8,1.0
rhino,18,java.lang.NullPointerException,pest,4,1.0
rhino,19,java.lang.NullPointerException,pest,3,1.0
rhino,20,java.lang.NullPointerException,pest,22,1.0
rhino,21,java.lang.NullPointerException,pest,16,1.0
rhino,22,java.lang.NullPointerException,pest,14,1.0
rhino,23,java.lang.NullPointerException,pest,14,1.0
rhino,1,java.lang.NullPointerException,pest2,17,1.0
rhino,2,java.lang.NullPointerException,pest2,15,1.0
rhino,3,java.lang.NullPointerException,pest2,35,1.0
rhino,4,java.lang.NullPointerException,pest2,17,1.0
rhino,5,java.lang.NullPointerException,pest2,24,1.0
rhino,6,java.lang.NullPointerException,pest2,34,1.0
rhino,7,java.lang.NullPointerException,pest2,23,1.0
rhino,8,java.lang.NullPointerException,pest2,12,1.0
rhino,9,java.lang.NullPointerException,pest2,15,1.0
rhino,10,java.lang.NullPointerException,pest2,4,1.0
rhino,11,java.lang.NullPointerException,pest2,15,1.0
rhino,12,java.lang.NullPointerException,pest2,9,1.0
rhino,13,java.lang.NullPointerException,pest2,21,1.0
rhino,14,java.lang.NullPointerException,pest2,2,1.0
rhino,15,java.lang.NullPointerException,pest2,11,1.0
rhino,16,java.lang.NullPointerException,pest2,45,1.0
rhino,17,java.lang.NullPointerException,pest2,36,1.0
rhino,18,java.lang.NullPointerException,pest2,43,1.0
rhino,19,java.lang.NullPointerException,pest2,10,1.0
rhino,20,java.lang.NullPointerException,pest2,18,1.0
rhino,21,java.lang.NullPointerException,pest2,45,1.0
rhino,22,java.lang.NullPointerException,pest2,41,1.0
rhino,23,java.lang.NullPointerException,pest2,22,1.0
rhino,1,java.lang.VerifyError,zest,48,1.0
rhino,2,java.lang.VerifyError,zest,168,1.0
rhino,3,java.lang.VerifyError,zest,198,1.0
rhino,4,java.lang.VerifyError,zest,171,1.0
rhino,5,java.lang.VerifyError,zest,102,1.0
rhino,6,java.lang.VerifyError,zest,38,1.0
rhino,7,java.lang.VerifyError,zest,116,1.0
rhino,8,java.lang.VerifyError,zest,47,1.0
rhino,9,java.lang.VerifyError,zest,137,1.0
rhino,10,java.lang.VerifyError,zest,75,1.0
rhino,11,java.lang.VerifyError,zest,132,1.0
rhino,12,java.lang.VerifyError,zest,96,1.0
rhino,13,java.lang.VerifyError,zest,64,1.0
rhino,14,java.lang.VerifyError,zest,113,1.0
rhino,15,java.lang.VerifyError,zest,83,1.0
rhino,16,java.lang.VerifyError,zest,70,1.0
rhino,17,java.lang.VerifyError,zest,85,1.0
rhino,18,java.lang.VerifyError,zest,77,1.0
rhino,19,java.lang.VerifyError,zest,194,1.0
rhino,20,java.lang.VerifyError,zest,154,1.0
rhino,21,java.lang.VerifyError,zest,59,1.0
rhino,22,java.lang.VerifyError,zest,95,1.0
rhino,23,java.lang.VerifyError,zest,43,1.0
rhino,1,java.lang.VerifyError,pest2,93,0.8695652173913043
rhino,2,java.lang.VerifyError,pest2,28,0.8695652173913043
rhino,3,java.lang.VerifyError,pest2,90,0.8695652173913043
rhino,4,java.lang.VerifyError,pest2,68,0.8695652173913043
rhino,5,java.lang.VerifyError,pest2,134,0.8695652173913043
rhino,6,java.lang.VerifyError,pest2,56,0.8695652173913043
rhino,7,java.lang.VerifyError,pest2,13,0.8695652173913043
rhino,8,java.lang.VerifyError,pest2,57,0.8695652173913043
rhino,9,java.lang.VerifyError,pest2,79,0.8695652173913043
rhino,10,java.lang.VerifyError,pest2,6,0.8695652173913043
rhino,11,java.lang.VerifyError,pest2,125,0.8695652173913043
rhino,12,java.lang.VerifyError,pest2,150,0.8695652173913043
rhino,13,java.lang.VerifyError,pest2,19,0.8695652173913043
rhino,14,java.lang.VerifyError,pest2,158,0.8695652173913043
rhino,15,java.lang.VerifyError,pest2,44,0.8695652173913043
rhino,16,java.lang.VerifyError,pest2,82,0.8695652173913043
rhino,17,java.lang.VerifyError,pest2,42,0.8695652173913043
rhino,18,java.lang.VerifyError,pest2,18,0.8695652173913043
rhino,19,java.lang.VerifyError,pest2,57,0.8695652173913043
rhino,20,java.lang.VerifyError,pest2,93,0.8695652173913043
rhino,1,java.lang.VerifyError,pest,59,0.6956521739130435
rhino,2,java.lang.VerifyError,pest,10,0.6956521739130435
rhino,3,java.lang.VerifyError,pest,120,0.6956521739130435
rhino,4,java.lang.VerifyError,pest,85,0.6956521739130435
rhino,5,java.lang.VerifyError,pest,49,0.6956521739130435
rhino,6,java.lang.VerifyError,pest,25,0.6956521739130435
rhino,7,java.lang.VerifyError,pest,173,0.6956521739130435
rhino,8,java.lang.VerifyError,pest,108,0.6956521739130435
rhino,9,java.lang.VerifyError,pest,267,0.6956521739130435
rhino,10,java.lang.VerifyError,pest,24,0.6956521739130435
rhino,11,java.lang.VerifyError,pest,71,0.6956521739130435
rhino,12,java.lang.VerifyError,pest,282,0.6956521739130435
rhino,13,java.lang.VerifyError,pest,37,0.6956521739130435
rhino,14,java.lang.VerifyError,pest,36,0.6956521739130435
rhino,15,java.lang.VerifyError,pest,96,0.6956521739130435
rhino,16,java.lang.VerifyError,pest,78,0.6956521739130435
rhino,1,java.lang.ClassCastException,zest,56,0.2608695652173913
rhino,2,java.lang.ClassCastException,zest,204,0.2608695652173913
rhino,3,java.lang.ClassCastException,zest,56,0.2608695652173913
rhino,4,java.lang.ClassCastException,zest,206,0.2608695652173913
rhino,5,java.lang.ClassCastException,zest,240,0.2608695652173913
rhino,6,java.lang.ClassCastException,zest,200,0.2608695652173913
rhino,1,java.lang.ClassCastException,pest,26,0.30434782608695654
rhino,2,java.lang.ClassCastException,pest,92,0.30434782608695654
rhino,3,java.lang.ClassCastException,pest,180,0.30434782608695654
rhino,4,java.lang.ClassCastException,pest,116,0.30434782608695654
rhino,5,java.lang.ClassCastException,pest,145,0.30434782608695654
rhino,6,java.lang.ClassCastException,pest,244,0.30434782608695654
rhino,7,java.lang.ClassCastException,pest,36,0.30434782608695654
rhino,1,java.lang.ClassCastException,pest2,170,0.21739130434782608
rhino,2,java.lang.ClassCastException,pest2,215,0.21739130434782608
rhino,3,java.lang.ClassCastException,pest2,156,0.21739130434782608
rhino,4,java.lang.ClassCastException,pest2,134,0.21739130434782608
rhino,5,java.lang.ClassCastException,pest2,204,0.21739130434782608
bcel,1,org.apache.bcel.classfile.ClassFormatException,zest,30,1.0
bcel,2,org.apache.bcel.classfile.ClassFormatException,zest,41,1.0
bcel,3,org.apache.bcel.classfile.ClassFormatException,zest,59,1.0
bcel,4,org.apache.bcel.classfile.ClassFormatException,zest,8,1.0
bcel,5,org.apache.bcel.classfile.ClassFormatException,zest,30,1.0
bcel,6,org.apache.bcel.classfile.ClassFormatException,zest,43,1.0
bcel,7,org.apache.bcel.classfile.ClassFormatException,zest,16,1.0
bcel,8,org.apache.bcel.classfile.ClassFormatException,zest,20,1.0
bcel,9,org.apache.bcel.classfile.ClassFormatException,zest,30,1.0
bcel,10,org.apache.bcel.classfile.ClassFormatException,zest,16,1.0
bcel,11,org.apache.bcel.classfile.ClassFormatException,zest,30,1.0
bcel,12,org.apache.bcel.classfile.ClassFormatException,zest,29,1.0
bcel,13,org.apache.bcel.classfile.ClassFormatException,zest,41,1.0
bcel,14,org.apache.bcel.classfile.ClassFormatException,zest,20,1.0
bcel,15,org.apache.bcel.classfile.ClassFormatException,zest,21,1.0
bcel,16,org.apache.bcel.classfile.ClassFormatException,zest,29,1.0
bcel,17,org.apache.bcel.classfile.ClassFormatException,zest,23,1.0
bcel,18,org.apache.bcel.classfile.ClassFormatException,zest,30,1.0
bcel,19,org.apache.bcel.classfile.ClassFormatException,zest,33,1.0
bcel,20,org.apache.bcel.classfile.ClassFormatException,zest,19,1.0
bcel,21,org.apache.bcel.classfile.ClassFormatException,zest,28,1.0
bcel,22,org.apache.bcel.classfile.ClassFormatException,zest,27,1.0
bcel,23,org.apache.bcel.classfile.ClassFormatException,zest,17,1.0
bcel,1,org.apache.bcel.classfile.ClassFormatException,pest,28,1.0
bcel,2,org.apache.bcel.classfile.ClassFormatException,pest,20,1.0
bcel,3,org.apache.bcel.classfile.ClassFormatException,pest,23,1.0
bcel,4,org.apache.bcel.classfile.ClassFormatException,pest,4,1.0
bcel,5,org.apache.bcel.classfile.ClassFormatException,pest,3,1.0
bcel,6,org.apache.bcel.classfile.ClassFormatException,pest,24,1.0
bcel,7,org.apache.bcel.classfile.ClassFormatException,pest,3,1.0
bcel,8,org.apache.bcel.classfile.ClassFormatException,pest,5,1.0
bcel,9,org.apache.bcel.classfile.ClassFormatException,pest,23,1.0
bcel,10,org.apache.bcel.classfile.ClassFormatException,pest,2,1.0
bcel,11,org.apache.bcel.classfile.ClassFormatException,pest,22,1.0
bcel,12,org.apache.bcel.classfile.ClassFormatException,pest,5,1.0
bcel,13,org.apache.bcel.classfile.ClassFormatException,pest,17,1.0
bcel,14,org.apache.bcel.classfile.ClassFormatException,pest,4,1.0
bcel,15,org.apache.bcel.classfile.ClassFormatException,pest,3,1.0
bcel,16,org.apache.bcel.classfile.ClassFormatException,pest,20,1.0
bcel,17,org.apache.bcel.classfile.ClassFormatException,pest,10,1.0
bcel,18,org.apache.bcel.classfile.ClassFormatException,pest,22,1.0
bcel,19,org.apache.bcel.classfile.ClassFormatException,pest,5,1.0
bcel,20,org.apache.bcel.classfile.ClassFormatException,pest,16,1.0
bcel,21,org.apache.bcel.classfile.ClassFormatException,pest,23,1.0
bcel,22,org.apache.bcel.classfile.ClassFormatException,pest,33,1.0
bcel,23,org.apache.bcel.classfile.ClassFormatException,pest,23,1.0
bcel,1,org.apache.bcel.classfile.ClassFormatException,pest2,19,1.0
bcel,2,org.apache.bcel.classfile.ClassFormatException,pest2,3,1.0
bcel,3,org.apache.bcel.classfile.ClassFormatException,pest2,6,1.0
bcel,4,org.apache.bcel.classfile.ClassFormatException,pest2,13,1.0
bcel,5,org.apache.bcel.classfile.ClassFormatException,pest2,22,1.0
bcel,6,org.apache.bcel.classfile.ClassFormatException,pest2,12,1.0
bcel,7,org.apache.bcel.classfile.ClassFormatException,pest2,11,1.0
bcel,8,org.apache.bcel.classfile.ClassFormatException,pest2,11,1.0
bcel,9,org.apache.bcel.classfile.ClassFormatException,pest2,16,1.0
bcel,10,org.apache.bcel.classfile.ClassFormatException,pest2,14,1.0
bcel,11,org.apache.bcel.classfile.ClassFormatException,pest2,11,1.0
bcel,12,org.apache.bcel.classfile.ClassFormatException,pest2,10,1.0
bcel,13,org.apache.bcel.classfile.ClassFormatException,pest2,18,1.0
bcel,14,org.apache.bcel.classfile.ClassFormatException,pest2,16,1.0
bcel,15,org.apache.bcel.classfile.ClassFormatException,pest2,26,1.0
bcel,16,org.apache.bcel.classfile.ClassFormatException,pest2,13,1.0
bcel,17,org.apache.bcel.classfile.ClassFormatException,pest2,8,1.0
bcel,18,org.apache.bcel.classfile.ClassFormatException,pest2,12,1.0
bcel,19,org.apache.bcel.classfile.ClassFormatException,pest2,10,1.0
bcel,20,org.apache.bcel.classfile.ClassFormatException,pest2,5,1.0
bcel,21,org.apache.bcel.classfile.ClassFormatException,pest2,31,1.0
bcel,22,org.apache.bcel.classfile.ClassFormatException,pest2,18,1.0
bcel,23,org.apache.bcel.classfile.ClassFormatException,pest2,11,1.0
bcel,1,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,30,1.0
bcel,2,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,41,1.0
bcel,3,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,59,1.0
bcel,4,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,8,1.0
bcel,5,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,30,1.0
bcel,6,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,43,1.0
bcel,7,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,16,1.0
bcel,8,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,20,1.0
bcel,9,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,30,1.0
bcel,10,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,16,1.0
bcel,11,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,30,1.0
bcel,12,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,29,1.0
bcel,13,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,41,1.0
bcel,14,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,20,1.0
bcel,15,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,21,1.0
bcel,16,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,29,1.0
bcel,17,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,23,1.0
bcel,18,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,30,1.0
bcel,19,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,33,1.0
bcel,20,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,19,1.0
bcel,21,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,28,1.0
bcel,22,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,27,1.0
bcel,23,org.apache.bcel.verifier.exc.AssertionViolatedException,zest,17,1.0
bcel,1,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,28,0.782608695652174
bcel,2,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,20,0.782608695652174
bcel,3,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,23,0.782608695652174
bcel,4,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,4,0.782608695652174
bcel,5,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,3,0.782608695652174
bcel,6,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,24,0.782608695652174
bcel,7,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,3,0.782608695652174
bcel,8,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,5,0.782608695652174
bcel,9,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,23,0.782608695652174
bcel,10,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,22,0.782608695652174
bcel,11,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,5,0.782608695652174
bcel,12,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,17,0.782608695652174
bcel,13,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,4,0.782608695652174
bcel,14,org.apache.bcel.verifier.exc.AssertionViolatedException,pest,20,0.782608695652174
